| # | Elapsed (Countdown) | Time (UTC) | UP Shares on Book (Bought) & Price | DOWN Shares on Book (Bought) & Price | Total Cost | Execution Gap | How Soon It Dried Up | Guaranteed Profit |
| 233 | T+264s (T-036s) | 22:14:24 | 14.4 sh (Bt 14.4) @ $0.07 | 37.2 sh (Bt 10.0) @ $0.87 | $0.940 (94¢) | 1.0s (Instant) | Dried up in 1s | +$0.060 (+6.4%) |
| 234 | T+264s (T-036s) | 22:14:24 | 20.0 sh (Bt 20.0) @ $0.08 | 37.2 sh (Bt 10.0) @ $0.87 | $0.950 (95¢) | 1.0s (Instant) | Dried up in 1s | +$0.050 (+5.3%) |
| 235 | T+265s (T-035s) | 22:14:25 | 14.4 sh (Bt 14.4) @ $0.07 | 37.0 sh (Bt 37.0) @ $0.90 | $0.970 (97¢) | 0ms (Instant) | Dried up in 0ms | +$0.030 (+3.1%) |
| 236 | T+265s (T-035s) | 22:14:25 | 20.0 sh (Bt 20.0) @ $0.08 | 37.0 sh (Bt 37.0) @ $0.90 | $0.980 (98¢) | 0ms (Instant) | Dried up in 0ms | +$0.020 (+2.0%) |
| 237 | T+267s (T-033s) | 22:14:27 | 120.5 sh (Bt 30.0) @ $0.02 | 69.3 sh (Bt 3.9) @ $0.97 | $0.990 (99¢) | 1.0s (Instant) | Dried up in 19s | +$0.010 (+1.0%) |
| 238 | T+268s (T-032s) | 22:14:28 | 120.5 sh (Bt 30.0) @ $0.02 | 99.3 sh (Bt 2.9) @ $0.97 | $0.990 (99¢) | 0ms (Instant) | Dried up in 18s | +$0.010 (+1.0%) |
| 239 | T+270s (T-030s) | 22:14:30 | 93.6 sh (Bt 11.9) @ $0.01 | 186.0 sh (Bt 1.7) @ $0.98 | $0.990 (99¢) | 0ms (Instant) | Dried up in 16s | +$0.010 (+1.0%) |
| 240 | T+270s (T-030s) | 22:14:30 | 93.6 sh (Bt 11.9) @ $0.01 | 37.7 sh (Bt 30.0) @ $0.97 | $0.980 (98¢) | 1.0s (Instant) | Dried up in 16s | +$0.020 (+2.0%) |
| 241 | T+270s (T-030s) | 22:14:30 | 120.5 sh (Bt 46.5) @ $0.02 | 37.7 sh (Bt 30.0) @ $0.97 | $0.990 (99¢) | 1.0s (Instant) | Dried up in 16s | +$0.010 (+1.0%) |
| 242 | T+006s (T-294s) | 22:15:06 | 68.7 sh (Bt 2.3) @ $0.43 | 31.0 sh (Bt 10.3) @ $0.53 | $0.962 (96¢) | 1.0s (Instant) | Dried up in 9s | +$0.038 (+4.0%) |
| 243 | T+006s (T-294s) | 22:15:06 | 68.7 sh (Bt 2.3) @ $0.43 | 20.5 sh (Bt 10.2) @ $0.54 | $0.970 (97¢) | 1.0s (Instant) | Dried up in 9s | +$0.030 (+3.1%) |
| 244 | T+006s (T-294s) | 22:15:06 | 68.7 sh (Bt 2.3) @ $0.43 | 25.8 sh (Bt 10.5) @ $0.53 | $0.956 (96¢) | 1.0s (Instant) | Dried up in 9s | +$0.044 (+4.6%) |
| 245 | T+007s (T-293s) | 22:15:07 | 68.7 sh (Bt 2.3) @ $0.43 | 11.4 sh (Bt 3.4) @ $0.55 | $0.980 (98¢) | 0ms (Instant) | Dried up in 8s | +$0.020 (+2.0%) |
| 246 | T+015s (T-285s) | 22:15:15 | 112.0 sh (Bt 21.0) @ $0.24 | 12.4 sh (Bt 5.3) @ $0.64 | $0.880 (88¢) | 1.0s (Instant) | Dried up in 6s | +$0.120 (+13.6%) |
| 247 | T+015s (T-285s) | 22:15:15 | 42.0 sh (Bt 21.0) @ $0.25 | 12.4 sh (Bt 5.3) @ $0.64 | $0.890 (89¢) | 1.0s (Instant) | Dried up in 6s | +$0.110 (+12.4%) |
| 248 | T+015s (T-285s) | 22:15:15 | 15.0 sh (Bt 10.0) @ $0.26 | 12.4 sh (Bt 5.3) @ $0.64 | $0.900 (90¢) | 1.0s (Instant) | Dried up in 7s | +$0.100 (+11.1%) |
| 249 | T+015s (T-285s) | 22:15:15 | 3.0 sh (Bt 3.0) @ $0.33 | 12.4 sh (Bt 5.3) @ $0.64 | $0.970 (97¢) | 1.0s (Instant) | Dried up in 1s | +$0.030 (+3.1%) |
| 250 | T+015s (T-285s) | 22:15:15 | 112.0 sh (Bt 21.0) @ $0.24 | 5.0 sh (Bt 0.9) @ $0.60 | $0.840 (84¢) | 1.0s (Instant) | Dried up in 6s | +$0.160 (+19.0%) |
| 251 | T+015s (T-285s) | 22:15:15 | 42.0 sh (Bt 21.0) @ $0.25 | 5.0 sh (Bt 0.9) @ $0.60 | $0.850 (85¢) | 1.0s (Instant) | Dried up in 6s | +$0.150 (+17.6%) |
| 252 | T+015s (T-285s) | 22:15:15 | 15.0 sh (Bt 10.0) @ $0.26 | 5.0 sh (Bt 0.9) @ $0.60 | $0.860 (86¢) | 1.0s (Instant) | Dried up in 7s | +$0.140 (+16.3%) |
| 253 | T+015s (T-285s) | 22:15:15 | 3.0 sh (Bt 3.0) @ $0.33 | 5.0 sh (Bt 0.9) @ $0.60 | $0.930 (93¢) | 1.0s (Instant) | Dried up in 1s | +$0.070 (+7.5%) |
| 254 | T+016s (T-284s) | 22:15:16 | 112.0 sh (Bt 21.0) @ $0.24 | 10.0 sh (Bt 10.0) @ $0.73 | $0.970 (97¢) | 0ms (Instant) | Dried up in 6s | +$0.030 (+3.1%) |
| 255 | T+016s (T-284s) | 22:15:16 | 112.0 sh (Bt 21.0) @ $0.24 | 20.0 sh (Bt 20.0) @ $0.75 | $0.990 (99¢) | 0ms (Instant) | Dried up in 6s | +$0.010 (+1.0%) |
| 256 | T+016s (T-284s) | 22:15:16 | 112.0 sh (Bt 21.0) @ $0.24 | 10.0 sh (Bt 5.0) @ $0.70 | $0.940 (94¢) | 0ms (Instant) | Dried up in 5s | +$0.060 (+6.4%) |
| 257 | T+016s (T-284s) | 22:15:16 | 42.0 sh (Bt 21.0) @ $0.25 | 10.0 sh (Bt 10.0) @ $0.73 | $0.980 (98¢) | 0ms (Instant) | Dried up in 6s | +$0.020 (+2.0%) |
| 258 | T+016s (T-284s) | 22:15:16 | 42.0 sh (Bt 21.0) @ $0.25 | 10.0 sh (Bt 5.0) @ $0.70 | $0.950 (95¢) | 0ms (Instant) | Dried up in 5s | +$0.050 (+5.3%) |
| 259 | T+016s (T-284s) | 22:15:16 | 15.0 sh (Bt 10.0) @ $0.26 | 10.0 sh (Bt 10.0) @ $0.73 | $0.990 (99¢) | 0ms (Instant) | Dried up in 6s | +$0.010 (+1.0%) |
| 260 | T+016s (T-284s) | 22:15:16 | 15.0 sh (Bt 10.0) @ $0.26 | 10.0 sh (Bt 5.0) @ $0.70 | $0.960 (96¢) | 0ms (Instant) | Dried up in 6s | +$0.040 (+4.2%) |
| 261 | T+018s (T-282s) | 22:15:18 | 21.0 sh (Bt 21.0) @ $0.20 | 155.9 sh (Bt 56.0) @ $0.77 | $0.970 (97¢) | 1.0s (Instant) | Dried up in 1s | +$0.030 (+3.1%) |
| 262 | T+021s (T-279s) | 22:15:21 | 29.0 sh (Bt 14.0) @ $0.25 | 1.4 sh (Bt 1.4) @ $0.74 | $0.989 (99¢) | 1.0s (Instant) | Dried up in 1s | +$0.011 (+1.1%) |
| 263 | T+021s (T-279s) | 22:15:21 | 46.2 sh (Bt 16.2) @ $0.22 | 1.3 sh (Bt 1.3) @ $0.76 | $0.982 (98¢) | 1.0s (Instant) | Dried up in 3s | +$0.018 (+1.8%) |
| 264 | T+021s (T-279s) | 22:15:21 | 46.2 sh (Bt 16.2) @ $0.22 | 1.4 sh (Bt 1.4) @ $0.74 | $0.962 (96¢) | 1.0s (Instant) | Dried up in 3s | +$0.038 (+4.0%) |
| 265 | T+021s (T-279s) | 22:15:21 | 29.0 sh (Bt 15.0) @ $0.24 | 1.4 sh (Bt 1.4) @ $0.74 | $0.980 (98¢) | 1.0s (Instant) | Dried up in 1s | +$0.020 (+2.0%) |
| 266 | T+022s (T-278s) | 22:15:22 | 46.2 sh (Bt 15.0) @ $0.22 | 1.3 sh (Bt 1.3) @ $0.76 | $0.980 (98¢) | 0ms (Instant) | Dried up in 2s | +$0.020 (+2.0%) |
| 267 | T+022s (T-278s) | 22:15:22 | 46.2 sh (Bt 15.0) @ $0.22 | 1.4 sh (Bt 1.4) @ $0.74 | $0.960 (96¢) | 0ms (Instant) | Dried up in 2s | +$0.040 (+4.2%) |
| 268 | T+030s (T-270s) | 22:15:30 | 8.0 sh (Bt 8.0) @ $0.16 | 46.3 sh (Bt 5.0) @ $0.83 | $0.990 (99¢) | 0ms (Instant) | Dried up in 4s | +$0.010 (+1.0%) |
| 269 | T+030s (T-270s) | 22:15:30 | 8.0 sh (Bt 8.0) @ $0.16 | 43.8 sh (Bt 9.0) @ $0.82 | $0.980 (98¢) | 0ms (Instant) | Dried up in 4s | +$0.020 (+2.0%) |
| 270 | T+030s (T-270s) | 22:15:30 | 8.0 sh (Bt 8.0) @ $0.16 | 66.8 sh (Bt 21.0) @ $0.83 | $0.985 (98¢) | 0ms (Instant) | Dried up in 4s | +$0.015 (+1.5%) |
| 271 | T+030s (T-270s) | 22:15:30 | 7.3 sh (Bt 7.3) @ $0.17 | 43.8 sh (Bt 9.0) @ $0.82 | $0.990 (99¢) | 1.0s (Instant) | Dried up in 1s | +$0.010 (+1.0%) |
| 272 | T+030s (T-270s) | 22:15:30 | 7.3 sh (Bt 7.3) @ $0.17 | 66.8 sh (Bt 21.0) @ $0.83 | $0.995 (100¢) | 1.0s (Instant) | Dried up in 1s | +$0.005 (+0.5%) |
| 273 | T+066s (T-234s) | 22:16:06 | 134.5 sh (Bt 5.0) @ $0.06 | 38.0 sh (Bt 21.0) @ $0.93 | $0.988 (99¢) | 1.0s (Instant) | Dried up in 13s | +$0.012 (+1.2%) |
| 274 | T+066s (T-234s) | 22:16:06 | 134.5 sh (Bt 20.4) @ $0.05 | 38.0 sh (Bt 21.0) @ $0.93 | $0.978 (98¢) | 1.0s (Instant) | Dried up in 19s | +$0.022 (+2.2%) |
| 275 | T+066s (T-234s) | 22:16:06 | 134.5 sh (Bt 30.0) @ $0.05 | 38.0 sh (Bt 21.0) @ $0.93 | $0.980 (98¢) | 1.0s (Instant) | Dried up in 19s | +$0.020 (+2.0%) |
| 276 | T+066s (T-234s) | 22:16:06 | 134.5 sh (Bt 5.0) @ $0.06 | 38.0 sh (Bt 9.8) @ $0.93 | $0.990 (99¢) | 1.0s (Instant) | Dried up in 13s | +$0.010 (+1.0%) |
| 277 | T+066s (T-234s) | 22:16:06 | 134.5 sh (Bt 30.0) @ $0.05 | 38.0 sh (Bt 9.8) @ $0.93 | $0.982 (98¢) | 1.0s (Instant) | Dried up in 19s | +$0.018 (+1.8%) |
| 278 | T+066s (T-234s) | 22:16:06 | 172.3 sh (Bt 30.0) @ $0.07 | 26.4 sh (Bt 20.0) @ $0.91 | $0.985 (98¢) | 1.0s (Instant) | Dried up in 13s | +$0.015 (+1.5%) |
| 279 | T+066s (T-234s) | 22:16:06 | 134.5 sh (Bt 5.0) @ $0.06 | 26.4 sh (Bt 20.0) @ $0.91 | $0.975 (98¢) | 1.0s (Instant) | Dried up in 13s | +$0.025 (+2.6%) |
| 280 | T+066s (T-234s) | 22:16:06 | 134.5 sh (Bt 20.4) @ $0.05 | 26.4 sh (Bt 20.0) @ $0.91 | $0.965 (96¢) | 1.0s (Instant) | Dried up in 19s | +$0.035 (+3.6%) |
| 281 | T+066s (T-234s) | 22:16:06 | 134.5 sh (Bt 30.0) @ $0.05 | 26.4 sh (Bt 20.0) @ $0.91 | $0.966 (97¢) | 1.0s (Instant) | Dried up in 19s | +$0.034 (+3.5%) |
| 282 | T+066s (T-234s) | 22:16:06 | 172.3 sh (Bt 30.0) @ $0.07 | 80.0 sh (Bt 16.2) @ $0.90 | $0.970 (97¢) | 1.0s (Instant) | Dried up in 13s | +$0.030 (+3.1%) |
| 283 | T+066s (T-234s) | 22:16:06 | 134.5 sh (Bt 5.0) @ $0.06 | 80.0 sh (Bt 16.2) @ $0.90 | $0.960 (96¢) | 1.0s (Instant) | Dried up in 13s | +$0.040 (+4.2%) |
| 284 | T+066s (T-234s) | 22:16:06 | 134.5 sh (Bt 20.4) @ $0.05 | 80.0 sh (Bt 16.2) @ $0.90 | $0.950 (95¢) | 1.0s (Instant) | Dried up in 19s | +$0.050 (+5.3%) |
| 285 | T+066s (T-234s) | 22:16:06 | 134.5 sh (Bt 30.0) @ $0.05 | 80.0 sh (Bt 16.2) @ $0.90 | $0.952 (95¢) | 1.0s (Instant) | Dried up in 19s | +$0.048 (+5.0%) |
| 286 | T+066s (T-234s) | 22:16:06 | 172.3 sh (Bt 30.0) @ $0.07 | 26.4 sh (Bt 6.4) @ $0.91 | $0.980 (98¢) | 1.0s (Instant) | Dried up in 13s | +$0.020 (+2.0%) |
| 287 | T+066s (T-234s) | 22:16:06 | 134.5 sh (Bt 5.0) @ $0.06 | 26.4 sh (Bt 6.4) @ $0.91 | $0.970 (97¢) | 1.0s (Instant) | Dried up in 13s | +$0.030 (+3.1%) |
| 288 | T+066s (T-234s) | 22:16:06 | 134.5 sh (Bt 20.4) @ $0.05 | 26.4 sh (Bt 6.4) @ $0.91 | $0.960 (96¢) | 1.0s (Instant) | Dried up in 19s | +$0.040 (+4.2%) |
| 289 | T+066s (T-234s) | 22:16:06 | 134.5 sh (Bt 30.0) @ $0.05 | 26.4 sh (Bt 6.4) @ $0.91 | $0.962 (96¢) | 1.0s (Instant) | Dried up in 19s | +$0.038 (+4.0%) |
| 290 | T+067s (T-233s) | 22:16:07 | 134.5 sh (Bt 5.0) @ $0.06 | 38.0 sh (Bt 7.2) @ $0.93 | $0.990 (99¢) | 0ms (Instant) | Dried up in 12s | +$0.010 (+1.0%) |
| 291 | T+067s (T-233s) | 22:16:07 | 134.5 sh (Bt 20.4) @ $0.05 | 38.0 sh (Bt 7.2) @ $0.93 | $0.980 (98¢) | 0ms (Instant) | Dried up in 18s | +$0.020 (+2.0%) |
| 292 | T+067s (T-233s) | 22:16:07 | 134.5 sh (Bt 30.0) @ $0.05 | 38.0 sh (Bt 7.2) @ $0.93 | $0.982 (98¢) | 0ms (Instant) | Dried up in 18s | +$0.018 (+1.8%) |
| 293 | T+009s (T-291s) | 22:20:09 | 18.9 sh (Bt 1.8) @ $0.56 | 35.8 sh (Bt 30.8) @ $0.36 | $0.920 (92¢) | 1.0s (Instant) | Dried up in 12s | +$0.080 (+8.7%) |
| 294 | T+013s (T-287s) | 22:20:13 | 19.8 sh (Bt 4.8) @ $0.63 | 35.8 sh (Bt 5.0) @ $0.35 | $0.980 (98¢) | 0ms (Instant) | Dried up in 3s | +$0.020 (+2.0%) |
| 295 | T+021s (T-279s) | 22:20:21 | 8.0 sh (Bt 8.0) @ $0.56 | 66.6 sh (Bt 61.6) @ $0.41 | $0.966 (97¢) | 1.0s (Instant) | Dried up in 13s | +$0.034 (+3.5%) |
| 296 | T+048s (T-252s) | 22:20:48 | 48.1 sh (Bt 12.4) @ $0.28 | 155.8 sh (Bt 6.7) @ $0.69 | $0.970 (97¢) | 1.0s (Instant) | Dried up in 16s | +$0.030 (+3.1%) |
| 297 | T+049s (T-251s) | 22:20:49 | 15.0 sh (Bt 5.0) @ $0.29 | 155.8 sh (Bt 6.7) @ $0.69 | $0.980 (98¢) | 0ms (Instant) | Dried up in 11s | +$0.020 (+2.0%) |
| 298 | T+049s (T-251s) | 22:20:49 | 53.1 sh (Bt 10.0) @ $0.28 | 155.8 sh (Bt 6.7) @ $0.69 | $0.970 (97¢) | 0ms (Instant) | Dried up in 11s | +$0.030 (+3.1%) |
| 299 | T+051s (T-249s) | 22:20:51 | 49.6 sh (Bt 11.2) @ $0.31 | 27.8 sh (Bt 14.7) @ $0.68 | $0.993 (99¢) | 0ms (Instant) | Dried up in 6s | +$0.007 (+0.7%) |
| 300 | T+054s (T-246s) | 22:20:54 | 35.6 sh (Bt 5.0) @ $0.32 | 21.2 sh (Bt 5.0) @ $0.67 | $0.990 (99¢) | 0ms (Instant) | Dried up in 3s | +$0.010 (+1.0%) |
| 301 | T+069s (T-231s) | 22:21:09 | 45.0 sh (Bt 12.1) @ $0.18 | 15.0 sh (Bt 2.0) @ $0.80 | $0.980 (98¢) | 0ms (Instant) | Dried up in 19s | +$0.020 (+2.0%) |
| 302 | T+078s (T-222s) | 22:21:18 | 13.0 sh (Bt 13.0) @ $0.21 | 5.0 sh (Bt 5.0) @ $0.77 | $0.980 (98¢) | 1.0s (Instant) | Dried up in 16s | +$0.020 (+2.0%) |
| 303 | T+102s (T-198s) | 22:21:42 | 40.0 sh (Bt 40.0) @ $0.22 | 1.3 sh (Bt 1.3) @ $0.75 | $0.970 (97¢) | 1.0s (Instant) | Dried up in 18s | +$0.030 (+3.1%) |
| 304 | T+144s (T-156s) | 22:22:24 | 15.9 sh (Bt 15.9) @ $0.12 | 20.0 sh (Bt 20.0) @ $0.82 | $0.940 (94¢) | 1.0s (Instant) | Dried up in 1s | +$0.060 (+6.4%) |
| 305 | T+186s (T-114s) | 22:23:06 | 10.0 sh (Bt 9.2) @ $0.25 | 20.0 sh (Bt 20.0) @ $0.72 | $0.975 (98¢) | 1.0s (Instant) | Dried up in 1s | +$0.025 (+2.6%) |
| 306 | T+210s (T-090s) | 22:23:30 | 9.1 sh (Bt 9.1) @ $0.11 | 23.3 sh (Bt 8.0) @ $0.88 | $0.990 (99¢) | 1.0s (Instant) | Dried up in 9s | +$0.010 (+1.0%) |
| 307 | T+216s (T-084s) | 22:23:36 | 18.0 sh (Bt 10.0) @ $0.10 | 56.1 sh (Bt 45.0) @ $0.89 | $0.987 (99¢) | 1.0s (Instant) | Dried up in 3s | +$0.013 (+1.3%) |
| 308 | T+216s (T-084s) | 22:23:36 | 18.0 sh (Bt 10.0) @ $0.10 | 55.0 sh (Bt 10.0) @ $0.89 | $0.990 (99¢) | 1.0s (Instant) | Dried up in 3s | +$0.010 (+1.0%) |
| 309 | T+216s (T-084s) | 22:23:36 | 18.0 sh (Bt 10.0) @ $0.10 | 46.1 sh (Bt 1.1) @ $0.88 | $0.980 (98¢) | 1.0s (Instant) | Dried up in 3s | +$0.020 (+2.0%) |
